cell,cycle_life,charge_policy,cycle,IR,QC,QD,Tavg,Tmin,Tmax,chargetime
3,335,2C(7%)-5.5C,1.0,0.017053859,1.0636097,1.0638535,33.52717558135866,30.488302,38.211414,10.165890000000218
3,335,2C(7%)-5.5C,2.0,0.016825944,1.0662802,1.0668509,33.107711550928975,29.884018,38.146893,10.135874999999942
3,335,2C(7%)-5.5C,3.0,0.016992988,1.0668869,1.0676271,33.12440754475698,29.871721,37.591785,10.138981666666707
3,335,2C(7%)-5.5C,4.0,0.016678365,1.0677724,1.0685339,33.68517053375786,30.139738,38.265533,10.13174333333324
3,335,2C(7%)-5.5C,5.0,0.016511453,1.0675412,1.068211,33.50719953601565,30.430706,38.385891,10.1327433333332
3,335,2C(7%)-5.5C,6.0,0.016644867,1.06786,1.0685679,33.38148451824817,30.260204,37.697834,10.136971666666795
3,335,2C(7%)-5.5C,7.0,0.016507875,1.0681429,1.0689098,33.55326746261354,30.246937,38.19442,10.13191333333331
3,335,2C(7%)-5.5C,8.0,0.016376907,1.0675868,1.0684028,33.10703751859956,29.559361,38.520645,10.13114000000011
3,335,2C(7%)-5.5C,9.0,0.01656333,1.0677484,1.0685719,33.08650732391461,29.867193,37.533058,10.137383333333128
3,335,2C(7%)-5.5C,10.0,0.016407087,1.0677484,1.0685728,33.24783585478328,30.051975,38.016434,10.050013333333238
3,335,2C(7%)-5.5C,11.0,0.016546505,1.0673537,1.0681261,32.90549961687411,29.357151,37.529587,10.137591666666655
3,335,2C(7%)-5.5C,12.0,0.016458981,1.0676125,1.0684501,33.16549315229482,29.708975,37.471245,10.05368499999992
3,335,2C(7%)-5.5C,13.0,0.016420322,1.0678682,1.0686709,33.25613297539299,29.624611,37.626801,10.135411666666672
3,335,2C(7%)-5.5C,14.0,0.016410545,1.0675184,1.0683014,33.1667759283521,29.768255,37.722061,10.136151666666652
3,335,2C(7%)-5.5C,15.0,0.016350359,1.0676256,1.0683966,33.335609233590695,29.85087,37.819523,10.05251833333338
3,335,2C(7%)-5.5C,16.0,0.016333424,1.0677485,1.0685186,33.555484432716106,29.674517,38.052933,10.048930000000109
3,335,2C(7%)-5.5C,17.0,0.016406829,1.0672221,1.0680027,33.283412204559816,29.716114,37.711239,10.054558333333505
3,335,2C(7%)-5.5C,18.0,0.016207822,1.0675979,1.0683939,33.73845766906945,30.163055,38.142021,10.051658333333519
