cell,cycle_life,charge_policy,cycle,IR,QC,QD,Tavg,Tmin,Tmax,chargetime
4,444,3.6C(22%)-5.5C,1.0,0.017030258,1.0692012,1.0692153,32.80244847213371,30.160522,36.601536,10.210249999999844
4,444,3.6C(22%)-5.5C,2.0,0.016936054,1.0722736,1.0728973,32.767235904917996,30.242317,36.473461,10.09382666666667
4,444,3.6C(22%)-5.5C,3.0,0.016789593,1.0733391,1.0741193,32.81768753181069,30.364981,36.63847,10.092888333333395
4,444,3.6C(22%)-5.5C,4.0,0.016690664,1.0738577,1.0744642,32.81764839148242,30.033253,36.609402,10.091178333333179
4,444,3.6C(22%)-5.5C,5.0,0.016699344,1.0746213,1.0752395,33.00395701313628,30.370098,36.704178,10.172626666666474
4,444,3.6C(22%)-5.5C,6.0,0.016599413,1.0744638,1.0751576,32.88512367755104,30.266037,36.886383,10.172755000000082
4,444,3.6C(22%)-5.5C,7.0,0.016533948,1.0744193,1.0750158,32.7233018925687,30.162899,36.596268,10.173491666666571
4,444,3.6C(22%)-5.5C,8.0,0.016541027,1.074405,1.0750946,32.72573417483664,30.039934,36.448765,10.089426666666501
4,444,3.6C(22%)-5.5C,9.0,0.016498718,1.0744665,1.0752398,32.56549447730961,30.024776,36.565479,10.173866666666678
4,444,3.6C(22%)-5.5C,10.0,0.016485961,1.0745851,1.0752634,32.62382827577741,29.892767,36.368916,10.09024833333339
4,444,3.6C(22%)-5.5C,11.0,0.016398259,1.0745956,1.075305,32.64437587683527,30.000853,36.853405,10.171293333333354
4,444,3.6C(22%)-5.5C,12.0,0.016388582,1.0747,1.075416,32.54775067438011,30.170681,36.632927,10.172040000000075
4,444,3.6C(22%)-5.5C,13.0,0.016305085,1.0747995,1.0755422,32.72291469935179,30.327425,36.70092,10.172219999999895
4,444,3.6C(22%)-5.5C,14.0,0.016282266,1.0749247,1.0755683,32.83932884846032,30.368589,36.947186,10.170608333333318
4,444,3.6C(22%)-5.5C,15.0,0.016271802,1.0748765,1.0756472,32.86039322031114,30.407545,36.848297,10.170758333333167
4,444,3.6C(22%)-5.5C,16.0,0.016241582,1.0748687,1.0754443,32.93122607780516,30.287775,36.987522,10.172449999999662
4,444,3.6C(22%)-5.5C,17.0,0.016248958,1.0747186,1.0755121,32.87981549481243,30.347515,36.955551,10.0881116666671
4,444,3.6C(22%)-5.5C,18.0,0.016211921,1.0749096,1.0755508,32.98222769211626,30.59012,36.977524,10.169875000000077
4,444,3.6C(22%)-5.5C,19.0,0.016228938,1.0748625,1.0755863,32.97991201553553,30.389772,36.691452,10.17210833333326
4,444,3.6C(22%)-5.5C,20.0,0.016223503,1.0748407,1.075505,32.93201869218105,30.403255,36.837204,10.08776666666672
4,444,3.6C(22%)-5.5C,21.0,0.016206568,1.074779,1.0755033,32.91944088373976,30.274918,36.731194,10.087808333333426
4,444,3.6C(22%)-5.5C,22.0,0.016302617,1.074847,1.0754765,32.974214578303474,30.244011,36.578648,10.170116666666582
4,444,3.6C(22%)-5.5C,23.0,0.016252721,1.0745174,1.0752091,32.748044912295136,30.168644,36.610973,10.088810000000134
4,444,3.6C(22%)-5.5C,24.0,0.016253462,1.0744623,1.0752426,32.70956262108726,30.089344,36.590164,10.172061666666316
4,444,3.6C(22%)-5.5C,25.0,0.016252024,1.074478,1.0751381,32.65660996647591,29.917168,36.675232,10.170618333333307
4,444,3.6C(22%)-5.5C,26.0,0.016245686,1.0742807,1.0751202,32.64525223821128,29.993336,36.557842,10.172476666666626
4,444,3.6C(22%)-5.5C,27.0,0.016216241,1.0745012,1.0751739,32.84035736454846,30.063358,36.795761,10.170809999999863
4,444,3.6C(22%)-5.5C,28.0,0.016156089,1.0744481,1.0751389,32.899421896608835,30.244549,36.873306,10.170733333333434
4,444,3.6C(22%)-5.5C,29.0,0.016162178,1.0742606,1.0749916,32.90545455711915,30.290079,36.759933,10.088714999999986
4,444,3.6C(22%)-5.5C,30.0,0.016210929,1.0741581,1.0748228,32.885654570954394,30.098995,36.576992,10.089105000000078
4,444,3.6C(22%)-5.5C,31.0,0.01619963,1.0737827,1.0745531,32.76830085004146,30.006838,36.738815,10.089076666666369
4,444,3.6C(22%)-5.5C,32.0,0.016194966,1.0738916,1.074597,32.72083380852839,30.239464,36.815491,10.173245000000072
4,444,3.6C(22%)-5.5C,33.0,0.016156543,1.0736463,1.0742815,32.71150908068467,30.185623,36.795883,10.174676666666832
4,444,3.6C(22%)-5.5C,34.0,0.016223539,1.0734433,1.0742478,32.6493816699266,30.158268,36.876934,10.175493333333483
4,444,3.6C(22%)-5.5C,35.0,0.016137144,1.0734251,1.074149,32.632865231343246,30.182531,36.714935,10.091901666666672
