cell,cycle_life,charge_policy,cycle,IR,QC,QD,Tavg,Tmin,Tmax,chargetime
13,483,4C(40%)-6C,1.0,0.017264629,1.0762231,1.076097,33.0548895026697,30.169516,37.049667,10.340620000000005
13,483,4C(40%)-6C,2.0,0.017087275,1.080073,1.080285,33.21698811075949,30.388861,37.35685,10.269498333333225
13,483,4C(40%)-6C,3.0,0.017023681,1.0814674,1.0816163,33.23567197098041,30.264418,37.330376,10.267923333333359
13,483,4C(40%)-6C,4.0,0.016991956,1.0821903,1.0824264,33.26674660235289,30.204208,37.324883,10.2631733333333
13,483,4C(40%)-6C,5.0,0.016812934,1.0826939,1.0827806,33.381930112698434,30.549747,37.775658,10.17488666666662
13,483,4C(40%)-6C,6.0,0.016840866,1.0827489,1.0828321,33.22764233493597,30.275934,37.43568,10.179136666666697
13,483,4C(40%)-6C,7.0,0.016844401,1.0828607,1.0830711,33.16250749567261,30.10887,37.195908,10.17872166666663
13,483,4C(40%)-6C,8.0,0.016779037,1.0829631,1.0830737,33.1719322976563,30.263872,37.327454,10.175936666666773
13,483,4C(40%)-6C,9.0,0.016771387,1.0828727,1.0830258,33.075578135473826,30.156284,37.249348,10.262861666666625
13,483,4C(40%)-6C,10.0,0.016747566,1.0829475,1.0830935,33.11184951308478,30.123039,37.215282,10.260941666666621
13,483,4C(40%)-6C,11.0,0.016706655,1.0828668,1.0830073,33.113893524705894,30.307766,37.188797,10.263028333333446
13,483,4C(40%)-6C,12.0,0.016702147,1.0827907,1.0830258,33.02209516494023,30.169575,37.10807,10.18140666666659
13,483,4C(40%)-6C,13.0,0.016699322,1.0830284,1.0831788,33.198022438871575,30.502237,37.135799,10.26483166666682
13,483,4C(40%)-6C,14.0,0.016638014,1.0830401,1.0831265,33.24748153652795,30.468395,37.380566,10.261521666666765
13,483,4C(40%)-6C,15.0,0.016635539,1.0829583,1.0830783,33.23353009705648,30.486032,37.297672,10.179693333333368
13,483,4C(40%)-6C,16.0,0.016660677,1.0831196,1.0832168,33.39336626059659,30.697441,37.181908,10.263726666666237
13,483,4C(40%)-6C,17.0,0.016596572,1.0829046,1.0830419,33.31456767519995,30.521719,37.400028,10.180061666666491
13,483,4C(40%)-6C,18.0,0.016610416,1.0828928,1.0830526,33.29371315123452,30.357376,37.276707,10.263344999999875
13,483,4C(40%)-6C,19.0,0.016598195,1.0830098,1.0831288,33.40168722653217,30.577982,37.451763,10.259228333333159
13,483,4C(40%)-6C,20.0,0.016590605,1.0828016,1.0829653,33.2742989701023,30.406197,37.443485,10.264363333333556
13,483,4C(40%)-6C,21.0,0.016602078,1.0828021,1.0829297,33.27475175283635,30.217186,37.357643,10.263218333333498
13,483,4C(40%)-6C,22.0,0.016593723,1.0828415,1.0829966,33.363494063341214,30.425802,37.331528,10.259634999999738
13,483,4C(40%)-6C,23.0,0.016574908,1.0826209,1.0827773,33.22334438953943,30.307497,37.292645,10.266816666666516
13,483,4C(40%)-6C,24.0,0.016591929,1.0824878,1.0826838,33.19511380884681,30.014793,37.272976,10.266688333333393
13,483,4C(40%)-6C,25.0,0.016550336,1.0824468,1.0825813,33.13904558471227,30.123978,37.536942,10.181221666666776
13,483,4C(40%)-6C,26.0,0.016576685,1.0823956,1.0824956,33.164054412371115,30.213972,37.224453,10.185974999999841
13,483,4C(40%)-6C,27.0,0.016551312,1.0822778,1.0824968,33.225525193497134,30.35553,37.441238,10.268858333333629
13,483,4C(40%)-6C,28.0,0.016544016,1.0822581,1.0824174,33.32959725597531,30.37656,37.442947,10.266664999999922
13,483,4C(40%)-6C,29.0,0.016557513,1.0822105,1.082337,33.285597006379646,30.368364,37.336132,10.188123333333351
13,483,4C(40%)-6C,30.0,0.016576542,1.0821124,1.0822783,33.30633023764709,30.209967,37.345745,10.187148333333122
13,483,4C(40%)-6C,31.0,0.016554961,1.0801619,1.082141,33.20138207984189,30.25733,37.35434,10.27666999999977
13,483,4C(40%)-6C,32.0,0.01654576,1.0817291,1.0818859,33.179459917874446,30.396492,37.373775,10.193666666666589
13,483,4C(40%)-6C,33.0,0.016583439,1.0817223,1.0819244,33.204151131782915,30.501884,37.281769,10.281044999999965
13,483,4C(40%)-6C,34.0,0.016545603,1.0815057,1.0816889,33.1673290171207,30.41647,37.297462,10.281361666666635
13,483,4C(40%)-6C,35.0,0.016558135,1.0814149,1.0815856,33.13173644,30.312338,37.057884,10.284460000000157
13,483,4C(40%)-6C,36.0,0.016592935,1.0814592,1.0817002,33.21188846734054,30.380365,37.270748,10.198031666666793
13,483,4C(40%)-6C,37.0,0.016532013,1.0813788,1.0815108,33.22893704449643,30.437159,37.343006,10.28172666666651
13,483,4C(40%)-6C,38.0,0.016544811,1.0813577,1.0814885,33.30408543338557,30.240627,37.227871,10.198008333333322
13,483,4C(40%)-6C,39.0,0.016515292,1.0814636,1.0815727,33.47814690560245,30.394886,37.528896,10.272523333333568
13,483,4C(40%)-6C,40.0,0.016525961,1.0812125,1.0813667,33.390102338996186,30.323231,37.610981,10.194876666666339
