cell,cycle_life,charge_policy,cycle,IR,QC,QD,Tavg,Tmin,Tmax,chargetime
36,535,5.6C(25%)-4.5C,1.0,0.020373434,1.0751529,1.0753652,32.96524156286922,30.258728,37.425835,10.09734833333326
36,535,5.6C(25%)-4.5C,2.0,0.02021559,1.0792754,1.079731,33.37320016496595,30.492798,37.651405,10.097881666666702
36,535,5.6C(25%)-4.5C,3.0,0.020207312,1.0802686,1.0792044,33.37282537551701,30.417418,37.834183,10.181036666666477
36,535,5.6C(25%)-4.5C,4.0,0.020152155,1.0805793,1.0811309,33.42571328967255,30.534182,37.878963,10.18068333333334
36,535,5.6C(25%)-4.5C,5.0,0.020051869,1.081441,1.0818433,33.560564239076676,30.729795,37.764523,10.18160666666663
36,535,5.6C(25%)-4.5C,6.0,0.020119343,1.0817815,1.0821494,33.32546914345296,30.328852,37.580784,10.097399999999956
36,535,5.6C(25%)-4.5C,7.0,0.020140072,1.0823042,1.0826575,33.23891123232323,30.245106,37.840588,10.097456666666647
36,535,5.6C(25%)-4.5C,8.0,0.02009109,1.082597,1.0817033,33.29882580400338,30.300653,37.530548,10.180803333333461
36,535,5.6C(25%)-4.5C,9.0,0.020125128,1.0827994,1.0830785,33.145168932773025,30.113865,37.536221,10.181388333333356
36,535,5.6C(25%)-4.5C,10.0,0.020121135,1.0830725,1.0833874,33.14822573399009,30.232233,37.621002,10.180591666666684
36,535,5.6C(25%)-4.5C,11.0,0.020091362,1.0834297,1.08371,33.215698219532655,30.268747,37.426991,10.09739833333321
36,535,5.6C(25%)-4.5C,12.0,0.020137547,1.0836014,1.0839264,33.10464611774455,29.940411,37.355415,10.097599999999996
36,535,5.6C(25%)-4.5C,13.0,0.020135833,1.0840296,1.0842479,33.33295105263152,30.371046,37.809685,10.098295000000023
36,535,5.6C(25%)-4.5C,14.0,0.020068426,1.0841396,1.084414,33.452117625312326,30.461807,37.630444,10.180728333333294
36,535,5.6C(25%)-4.5C,15.0,0.020089008,1.0842999,1.0845622,33.372490940536025,30.359318,37.570858,10.180871666666643
36,535,5.6C(25%)-4.5C,16.0,0.020111164,1.084627,1.0848725,33.53441092080886,30.597855,37.773781,10.097388333332978
36,535,5.6C(25%)-4.5C,17.0,0.02005963,1.084563,1.0848174,33.51774758754215,30.523823,37.766148,10.0971616666667
36,535,5.6C(25%)-4.5C,18.0,0.020089736,1.0846772,1.0849303,33.470745602319795,30.422041,37.820583,10.180481666666553
36,535,5.6C(25%)-4.5C,19.0,0.020050712,1.0849136,1.085145,33.56937863933056,30.683147,37.91161,10.097295000000061
36,535,5.6C(25%)-4.5C,20.0,0.020074002,1.0848165,1.0851196,33.474843113367164,30.399893,37.774364,10.097833333333256
36,535,5.6C(25%)-4.5C,21.0,0.020072952,1.0849342,1.0852045,33.436356673805584,30.481936,37.979801,10.097580000000017
36,535,5.6C(25%)-4.5C,22.0,0.020022187,1.0851693,1.0854063,33.50066275623958,30.578405,37.879715,10.098083333333488
36,535,5.6C(25%)-4.5C,23.0,0.020086579,1.0849186,1.0852457,33.26465454606926,30.381474,37.710819,10.097601666666257
36,535,5.6C(25%)-4.5C,24.0,0.020102965,1.0849249,1.0851301,33.12048465540541,30.17329,37.581509,10.180919999999848
