cell,cycle_life,charge_policy,cycle,IR,QC,QD,Tavg,Tmin,Tmax,chargetime
17,494,4.4C(24%)-5C,1.0,0.017723858,1.065307,1.0648884,31.650490929707097,30.163881,33.702278,10.13820000000002
17,494,4.4C(24%)-5C,2.0,0.017780064,1.0666555,1.0656468,30.568617987510414,28.446955,32.706455,10.192319999999988
17,494,4.4C(24%)-5C,3.0,0.017831633,1.0671006,1.0695888,31.34677168398994,29.41894,34.014671,10.216508333333332
17,494,4.4C(24%)-5C,4.0,0.017507253,1.0700918,1.0703218,31.72457294048619,29.86887,33.738102,10.185611666666713
17,494,4.4C(24%)-5C,5.0,0.017986769,1.0715117,1.0722336,30.97317620689656,29.115278,32.95792,10.110874999999941
17,494,4.4C(24%)-5C,6.0,0.01761898,1.0709891,1.0699816,31.652592974937342,30.423618,34.045109,10.100640000000082
17,494,4.4C(24%)-5C,7.0,0.017382447,1.0708479,1.0716194,31.827149226932697,30.320778,33.827007,10.182279999999931
17,494,4.4C(24%)-5C,8.0,0.017854091,1.0714954,1.0692338,30.529531438861028,28.774958,33.085846,10.198451666666612
17,494,4.4C(24%)-5C,9.0,0.017490814,1.0703555,1.0705485,31.433084626364373,30.004341,33.887398,10.099354999999923
17,494,4.4C(24%)-5C,10.0,0.017388145,1.073071,1.0731639,31.320194070175376,29.105595,33.43153,10.098798333333253
17,494,4.4C(24%)-5C,11.0,0.017840263,1.070573,1.0726068,30.593780566916013,29.027712,33.631664,10.110183333333406
17,494,4.4C(24%)-5C,12.0,0.017416399,1.0731404,1.0736618,31.319053846476482,29.93726,33.745602,10.099333333333197
17,494,4.4C(24%)-5C,13.0,0.017256277,1.0735887,1.072789,31.198747430222973,29.101957,34.249157,10.182323333333382
17,494,4.4C(24%)-5C,14.0,0.017634658,1.0740712,1.0736632,30.842359719658084,29.03879,33.82169,10.187379999999878
17,494,4.4C(24%)-5C,15.0,0.017350258,1.0746002,1.0741998,31.644860785240468,29.932404,34.743633,10.182881666666557
17,494,4.4C(24%)-5C,16.0,0.017190086,1.0727636,1.0752621,31.097152375939825,28.913252,34.469505,10.098998333333293
17,494,4.4C(24%)-5C,17.0,0.017579986,1.0738336,1.0741626,31.158526536280217,28.849504,34.208939,10.185276666666807
17,494,4.4C(24%)-5C,18.0,0.017272411,1.074476,1.0758442,31.99545895815892,30.380262,34.859463,10.099748333333507
17,494,4.4C(24%)-5C,19.0,0.017055744,1.0735586,1.0723889,30.935603209999986,28.883543,34.548443,10.098956666666588
17,494,4.4C(24%)-5C,20.0,0.017445214,1.0740398,1.0745831,31.540860446308795,29.669741,34.41573,10.099381666666886
17,494,4.4C(24%)-5C,21.0,0.01718686,1.0754859,1.07471,31.999740976331303,30.342302,34.120468,10.099398333333374
17,494,4.4C(24%)-5C,22.0,0.01732141,1.0740479,1.0735788,31.027772100682558,28.63607,33.102837,10.101408333333287
17,494,4.4C(24%)-5C,23.0,0.017475681,1.0753454,1.0755304,31.245412047939446,29.588749,33.954563,10.09977333333324
17,494,4.4C(24%)-5C,24.0,0.017294372,1.0755033,1.0759243,31.750153706995935,30.463644,33.634911,10.183611666666305
17,494,4.4C(24%)-5C,25.0,0.017639427,1.0739419,1.0709103,30.6967501392617,28.420389,32.828068,10.18316166666676
17,494,4.4C(24%)-5C,26.0,0.017365407,1.075392,1.0746946,31.52444484700849,30.10047,33.676418,10.099823333333187
17,494,4.4C(24%)-5C,27.0,0.017331794,1.075945,1.0750084,31.96571333078236,30.342531,34.060093,10.18231833333363
17,494,4.4C(24%)-5C,28.0,0.017642746,1.07435,1.0751594,30.872803117647074,29.432205,33.844063,10.106798333333185
17,494,4.4C(24%)-5C,29.0,0.017230218,1.0761505,1.0761997,31.871030212584987,30.379078,34.229858,10.099039999999999
17,494,4.4C(24%)-5C,30.0,0.017230049,1.0760431,1.0748903,31.676495512776864,29.565643,33.719627,10.182800000000377
17,494,4.4C(24%)-5C,31.0,0.017733034,1.0739977,1.0751379,30.799786636134446,29.132252,33.736759,10.191545000000042
17,494,4.4C(24%)-5C,32.0,0.017372586,1.0757204,1.0760332,31.682908433164116,29.991224,34.744343,10.098916666666629
17,494,4.4C(24%)-5C,33.0,0.017153781,1.0762445,1.0762125,31.202562156829675,28.765759,34.422173,10.09877000000027
17,494,4.4C(24%)-5C,34.0,0.017696461,1.0753796,1.076105,30.991737759729286,28.69319,34.498486,10.193825000000167
17,494,4.4C(24%)-5C,35.0,0.017260531,1.0743275,1.0762651,31.39520357499999,29.196407,34.78553,10.198658333333151
