cell,cycle_life,charge_policy,cycle,IR,QC,QD,Tavg,Tmin,Tmax,chargetime
41,429,5.6C(65%)-3C,1.0,0.017931128,1.0648497,1.0648384,32.968809284958404,30.688057,36.479424,10.17800833333337
41,429,5.6C(65%)-3C,2.0,0.0179385,1.0677956,1.0682049,32.57595494654315,29.764137,36.168018,10.094719999999992
41,429,5.6C(65%)-3C,3.0,0.017922211,1.0699699,1.0704525,32.74283327921626,30.558386,36.983185,10.177438333333217
41,429,5.6C(65%)-3C,4.0,0.017710753,1.0709946,1.0713326,33.08010556614126,30.541229,36.594814,10.094913333333533
41,429,5.6C(65%)-3C,5.0,0.017948806,1.0713705,1.0715803,32.84203738445955,30.159349,36.484516,10.095101666666839
41,429,5.6C(65%)-3C,6.0,0.017817512,1.072058,1.0723724,32.97903818523594,30.548409,37.019947,10.17800833333337
41,429,5.6C(65%)-3C,7.0,0.01765452,1.0725201,1.0726918,33.11699606329113,30.788157,36.870552,10.094353333333371
41,429,5.6C(65%)-3C,8.0,0.017922021,1.0720187,1.0723046,32.43437414095376,29.850418,36.41003,10.09479333333317
41,429,5.6C(65%)-3C,9.0,0.017782766,1.0728607,1.0730197,32.673911768539234,30.434464,36.809582,10.094290000000182
41,429,5.6C(65%)-3C,10.0,0.017726328,1.0731621,1.073298,32.71236203663292,30.404158,36.453709,10.094261666666716
41,429,5.6C(65%)-3C,11.0,0.017963288,1.0729177,1.0731757,32.28930780810397,29.643513,36.657974,10.17805833333332
41,429,5.6C(65%)-3C,12.0,0.017756648,1.0736057,1.0737822,32.75581011705921,30.281267,36.807991,10.177740000000146
41,429,5.6C(65%)-3C,13.0,0.017652698,1.0739598,1.0741277,32.83945988551243,30.752445,36.67598,10.17813166666674
41,429,5.6C(65%)-3C,14.0,0.017821999,1.0737659,1.0740174,32.63829225323837,30.174049,36.947495,10.177916666666714
41,429,5.6C(65%)-3C,15.0,0.017713048,1.0741414,1.0743406,32.97851783746738,30.490471,37.463432,10.094171666666806
41,429,5.6C(65%)-3C,16.0,0.017588172,1.0741701,1.0743235,32.86755498243341,30.537817,36.942112,10.178184999999939
41,429,5.6C(65%)-3C,17.0,0.017817969,1.0742074,1.0744383,32.76862298871186,30.354099,37.26334,10.094261666666716
41,429,5.6C(65%)-3C,18.0,0.017597534,1.0746909,1.0748742,33.36685532498307,30.953804,37.611862,10.177499999999903
41,429,5.6C(65%)-3C,19.0,0.017491397,1.0742774,1.0744117,32.83101538296346,30.112114,36.550812,10.178086666666786
41,429,5.6C(65%)-3C,20.0,0.017763678,1.0746968,1.0749098,33.006357947619136,30.687096,37.390423,10.178053333333326
41,429,5.6C(65%)-3C,21.0,0.01759004,1.0748646,1.0750446,33.32227003455573,30.926668,37.117241,10.177984999999657
41,429,5.6C(65%)-3C,22.0,0.01770455,1.0744431,1.074602,33.02711981463739,30.217529,36.732666,10.177796666666593
41,429,5.6C(65%)-3C,23.0,0.017821196,1.0746042,1.0747854,32.82083299527659,30.359255,37.098564,10.178263333333113
41,429,5.6C(65%)-3C,24.0,0.017702954,1.0748842,1.0750339,32.9754226747252,30.541096,36.771233,10.177316666666593
41,429,5.6C(65%)-3C,25.0,0.01788679,1.0743575,1.0744946,32.63515801063023,29.512991,36.48431,10.178213333333648
41,429,5.6C(65%)-3C,26.0,0.017742561,1.0748966,1.0751492,32.9303518969925,30.503906,37.076057,10.177873333333022
41,429,5.6C(65%)-3C,27.0,0.017724931,1.075274,1.0754764,33.33632998206612,30.626436,37.373875,10.177621666666528
41,429,5.6C(65%)-3C,28.0,0.017842546,1.0747164,1.0749139,32.84744021148462,30.047607,37.030731,10.095308333333135
41,429,5.6C(65%)-3C,29.0,0.01772272,1.0751843,1.0753349,33.12895128383976,30.788975,37.339783,10.178246666666626
41,429,5.6C(65%)-3C,30.0,0.017689319,1.0751671,1.075296,33.192883768683245,30.634386,36.730808,10.177863333333516
41,429,5.6C(65%)-3C,31.0,0.017975077,1.0745348,1.0747062,32.49997734175219,29.96414,37.070843,10.177863333333516
41,429,5.6C(65%)-3C,32.0,0.017766036,1.0751778,1.0754008,33.07342747722001,30.593102,37.600445,10.178464999999656
41,429,5.6C(65%)-3C,33.0,0.017628737,1.075153,1.0752988,32.841825297923336,30.475101,36.655884,10.094448333333519
41,429,5.6C(65%)-3C,34.0,0.017992636,1.0749646,1.0752165,32.548719922299924,30.273304,37.468239,10.177971666666659
41,429,5.6C(65%)-3C,35.0,0.017650481,1.0749733,1.0752064,32.761886867658575,30.272808,37.078667,10.178608333333008
41,429,5.6C(65%)-3C,36.0,0.017737852,1.0749035,1.0750853,32.59495771717176,29.916895,36.491871,10.094474999999996
41,429,5.6C(65%)-3C,37.0,0.017857639,1.0751042,1.0753502,32.656237234374984,30.411558,37.47028,10.094484999999986
41,429,5.6C(65%)-3C,38.0,0.017637512,1.0754646,1.075635,33.26466457842484,30.7216,37.030506,10.17785166666678
41,429,5.6C(65%)-3C,39.0,0.017853415,1.0755786,1.0757573,33.26821043980842,30.036629,36.927948,10.177885000000241
41,429,5.6C(65%)-3C,40.0,0.01787724,1.0755186,1.0757304,33.15954044436946,30.409494,37.497093,10.094993333333695
41,429,5.6C(65%)-3C,41.0,0.017671637,1.0758535,1.0761088,33.61529087379883,30.720652,38.174458,10.094678333333286
41,429,5.6C(65%)-3C,42.0,0.017575365,1.0751165,1.0752704,33.10339891999999,29.930243,37.071381,10.178196666666675
41,429,5.6C(65%)-3C,43.0,0.017758809,1.0755248,1.0757345,33.2808921939924,30.664003,37.644146,10.09497166666697
41,429,5.6C(65%)-3C,44.0,0.01768315,1.0757056,1.0757983,33.48829776369859,30.728579,37.382767,10.094301666666675
41,429,5.6C(65%)-3C,45.0,0.017858626,1.0748365,1.075055,33.26134072222228,29.774088,37.067841,10.17758500000006
41,429,5.6C(65%)-3C,46.0,0.017817432,1.0754361,1.0756379,33.25066295931486,30.402479,37.459373,10.177770000000116
41,429,5.6C(65%)-3C,47.0,0.01775918,1.0757188,1.0759189,33.48382753812,30.263075,37.841381,10.177835000000293
41,429,5.6C(65%)-3C,48.0,0.0180133,1.0748392,1.0750158,32.83480738001461,29.400105,36.936707,10.177499999999903
41,429,5.6C(65%)-3C,49.0,0.017854121,1.0752505,1.0755056,32.99095911264362,30.198511,37.264576,10.094273333333453
41,429,5.6C(65%)-3C,50.0,0.01779953,1.0754851,1.0757265,33.2023944412417,30.15847,37.273216,10.094331666666646
41,429,5.6C(65%)-3C,51.0,0.017913092,1.074899,1.0751441,32.771491027835715,29.905544,37.453381,10.094518333332962
41,429,5.6C(65%)-3C,52.0,0.017769026,1.0754205,1.0756267,33.253625823984464,30.556927,37.390606,10.094423333333301
41,429,5.6C(65%)-3C,53.0,0.017838167,1.0754689,1.0756823,33.40538531224761,29.894487,37.366154,10.09422000000001
41,429,5.6C(65%)-3C,54.0,0.017961388,1.0748363,1.0750697,32.872347463024596,29.889223,37.535011,10.094613333333594
41,429,5.6C(65%)-3C,55.0,0.017766617,1.0754458,1.0756804,33.29294324061304,30.415848,37.78138,10.177865000000262
41,429,5.6C(65%)-3C,56.0,0.017736385,1.0755513,1.075744,33.20485288784329,30.509342,37.055981,10.177646666667231
41,429,5.6C(65%)-3C,57.0,0.01802016,1.0748116,1.0750687,32.63068831797591,29.819197,37.231327,10.177989999999408
41,429,5.6C(65%)-3C,58.0,0.017886968,1.0753225,1.0755597,33.09828820917573,29.728607,37.90263,10.177785000000343
41,429,5.6C(65%)-3C,59.0,0.017661231,1.0751469,1.0753584,32.880302654176496,30.449589,37.244755,10.177945000000182
41,429,5.6C(65%)-3C,60.0,0.018018702,1.0749716,1.0752064,32.692632596969645,29.953642,37.440659,10.178166666666705
41,429,5.6C(65%)-3C,61.0,0.017765477,1.0754669,1.0757433,33.23110309293955,30.297331,38.004086,10.09401333333323
41,429,5.6C(65%)-3C,62.0,0.017632531,1.0754297,1.0756012,33.29108268919817,29.708654,37.353706,10.177914999999727
