cell,cycle_life,charge_policy,cycle,IR,QC,QD,Tavg,Tmin,Tmax,chargetime
1,148,2C(10%)-6C,1.0,0.017852232,1.0686822,1.06918,32.61879795015114,30.146763,36.669628,10.406726666666751
1,148,2C(10%)-6C,2.0,0.017582141,1.0715642,1.0720705,31.549571809220947,28.720858,36.137054,10.352801666666831
1,148,2C(10%)-6C,3.0,0.018061424,1.0721201,1.072906,31.581395823712874,28.402985,36.567318,10.31956666666665
1,148,2C(10%)-6C,4.0,0.017474728,1.0732002,1.0736164,32.48153421024054,29.711592,37.209522,10.255431666666603
1,148,2C(10%)-6C,5.0,0.017232127,1.071404,1.0713807,31.85875354771139,28.664198,36.576458,10.286068333333484
1,148,2C(10%)-6C,6.0,0.017622909,1.0715003,1.0715299,32.122265912777294,29.300924,36.695076,10.424418333333112
1,148,2C(10%)-6C,7.0,0.0173632,1.0713344,1.0713911,32.61835068735462,29.743969,37.382713,10.28848333333323
1,148,2C(10%)-6C,8.0,0.01724766,1.0685794,1.0683247,31.622293327705176,28.047949,36.953133,10.287521666666725
1,148,2C(10%)-6C,9.0,0.017531049,1.0689729,1.0691665,31.998020987091778,29.217897,36.826141,10.363098333333376
1,148,2C(10%)-6C,10.0,0.017249037,1.0689027,1.0690311,32.40185050038914,29.502819,37.419044,10.315736666666877
1,148,2C(10%)-6C,11.0,0.017789628,1.0663183,1.0661548,31.3079744239458,27.991859,35.703766,10.417151666666662
1,148,2C(10%)-6C,12.0,0.017407358,1.0672919,1.0671682,32.06468952326475,29.101068,36.279705,10.466869999999956
1,148,2C(10%)-6C,13.0,0.017330583,1.0672187,1.0671008,32.190224419876685,28.890945,36.657246,10.375361666666626
1,148,2C(10%)-6C,14.0,0.01763262,1.0653316,1.065123,31.441250143956943,28.595921,36.149395,10.454526666666546
1,148,2C(10%)-6C,15.0,0.017283276,1.0656641,1.0654278,32.213374367117154,29.176357,36.521378,10.485220000000117
1,148,2C(10%)-6C,16.0,0.017318679,1.0652848,1.0649443,32.11718200226923,28.567715,35.58762,10.463690000000254
