cell,cycle_life,charge_policy,cycle,IR,QC,QD,Tavg,Tmin,Tmax,chargetime
12,458,4C(31%)-5,1.0,0.017311905,1.0680619,1.0676208,33.315562797797014,30.469231,37.509109,10.232333333333372
12,458,4C(31%)-5,2.0,0.017133227,1.0709895,1.0712759,33.461136057755766,30.668425,37.796658,10.192949999999836
12,458,4C(31%)-5,3.0,0.017068474,1.0719491,1.0723143,33.48769867630059,30.597073,37.836628,10.107020000000194
12,458,4C(31%)-5,4.0,0.016942121,1.0725698,1.0728365,33.477502802828596,30.628607,37.912777,10.188869999999831
12,458,4C(31%)-5,5.0,0.016893815,1.071933,1.0736918,33.604515589869344,30.70656,37.883991,10.187936666666792
12,458,4C(31%)-5,6.0,0.01685187,1.0736009,1.0738034,33.464666553745936,30.482454,37.906567,10.186416666666627
12,458,4C(31%)-5,7.0,0.016780898,1.0737523,1.0738822,33.39036185262281,30.530085,37.765591,10.186695000000084
12,458,4C(31%)-5,8.0,0.0166835,1.0738326,1.073987,33.39495237612427,30.475555,37.816624,10.102696666666695
12,458,4C(31%)-5,9.0,0.016709426,1.0738773,1.0740118,33.26528643555183,30.393976,37.757679,10.186788333333244
12,458,4C(31%)-5,10.0,0.016656373,1.0738716,1.0739849,33.32784415879479,30.422981,37.764008,10.104165000000163
12,458,4C(31%)-5,11.0,0.01661253,1.0740253,1.0741354,33.31237676317933,30.243517,37.942467,10.101160000000043
12,458,4C(31%)-5,12.0,0.016594194,1.0739883,1.0741063,33.19605161943315,30.267801,37.754105,10.185889999999926
12,458,4C(31%)-5,13.0,0.016532369,1.0740931,1.074206,33.387260488562085,30.56472,38.08688,10.101635000000048
12,458,4C(31%)-5,14.0,0.016512433,1.0740788,1.0742352,33.50717134316127,30.50131,38.014259,10.101118333333337
12,458,4C(31%)-5,15.0,0.016484261,1.0740525,1.0742466,33.46107626456302,30.505478,38.086731,10.102394999999767
12,458,4C(31%)-5,16.0,0.016436763,1.0741332,1.074167,33.62785580806461,30.912863,38.299118,10.101363333333575
12,458,4C(31%)-5,17.0,0.016456198,1.0739645,1.0741229,33.486007282679765,30.477892,38.06419,10.185149999999945
12,458,4C(31%)-5,18.0,0.01642683,1.0739597,1.0740523,33.55883142996736,30.691023,38.130764,10.184679999999934
12,458,4C(31%)-5,19.0,0.016390122,1.073877,1.0740305,33.62447112283592,30.840738,38.089523,10.186858333333415
12,458,4C(31%)-5,20.0,0.01642338,1.073794,1.073884,33.5256714395425,30.570366,38.116238,10.102681666666951
12,458,4C(31%)-5,21.0,0.016396536,1.0737296,1.0738285,33.498685479440745,30.672701,37.959042,10.186661666666623
