cell,cycle_life,charge_policy,cycle,IR,QC,QD,Tavg,Tmin,Tmax,chargetime
15,209,80%)-4C,1.0,0.016711526,0.97379017,0.97206396,30.228737149489344,29.323576,31.702265,12.295643333333343
15,209,80%)-4C,2.0,0.01694184,0.97256255,0.9716751,29.920580993230143,28.771191,31.388256,12.313733333333342
15,209,80%)-4C,3.0,0.016848978,0.97109348,0.97047353,29.780645760121473,28.102959,31.566097,12.227599999999985
15,209,80%)-4C,4.0,0.016517298,0.9715237,0.97087568,30.286040899702027,29.080906,32.309261,12.19099499999999
15,209,80%)-4C,5.0,0.016813086,0.97061402,0.97007704,30.071343243830167,29.321938,31.064802,12.302570000000014
15,209,80%)-4C,6.0,0.016860506,0.96987641,0.96937793,29.752165579545434,28.835979,30.718166,12.232783333333343
15,209,80%)-4C,7.0,0.016873298,0.96873927,0.96829432,30.194180619999955,28.974571,32.044243,12.241105000000001
15,209,80%)-4C,8.0,0.016689295,0.96871406,0.96825075,30.3744178227092,28.973061,31.641193,12.219638333333267
15,209,80%)-4C,9.0,0.016683538,0.96754253,0.96712035,30.02636513502536,29.113258,31.209009,12.225859999999981
15,209,80%)-4C,10.0,0.016716938,0.96672779,0.96633095,29.81607584374997,28.544607,31.133474,12.23111000000002
15,209,80%)-4C,11.0,0.016599366,0.96639574,0.96665663,30.958595251221883,28.615162,34.263924,12.4500933333334
15,209,80%)-4C,12.0,0.016752237,0.9655937,0.96525216,30.71043173993802,29.293859,32.292381,12.241989999999957
15,209,80%)-4C,13.0,0.016773112,0.96513933,0.96481347,30.332019457782323,28.572426,32.461243,12.342030000000038
15,209,80%)-4C,14.0,0.01660775,0.96428668,0.96401888,30.17473189878544,27.744801,32.694458,12.32487666666663
15,209,80%)-4C,15.0,0.016435701,0.96359128,0.96377099,30.921912543121156,29.4,33.006184,12.273651666666654
15,209,80%)-4C,16.0,0.016707756,0.96330959,0.96343994,30.58142571387013,29.020517,32.154926,12.393015000000014
15,209,80%)-4C,17.0,0.01699242,0.96301031,0.96278155,30.659256906504023,28.312033,33.836586,12.287830000000032
15,209,80%)-4C,18.0,0.016841749,0.96196532,0.96169853,30.73039881458328,28.29763,33.499561,12.293328333333436
15,209,80%)-4C,19.0,0.016517185,0.96137178,0.96150035,30.60948998345401,29.013966,32.680836,12.2779050000001
15,209,80%)-4C,20.0,0.016746206,0.96073198,0.96043062,30.12908885496952,29.364561,31.170443,12.263226666666743
15,209,80%)-4C,21.0,0.016864097,0.95931345,0.95908165,29.67555890269149,29.012312,30.496128,12.36573166666664
15,209,80%)-4C,22.0,0.016859997,0.96037412,0.96020985,30.708605162537204,28.482601,31.920208,12.276731666666699
15,209,80%)-4C,23.0,0.016720532,0.95932919,0.95904386,30.303430372093036,29.56414,31.399551,12.357856666666581
15,209,80%)-4C,24.0,0.016902879,0.95817912,0.95793217,29.64096375105041,28.440052,30.84314,12.305239999999806
15,209,80%)-4C,25.0,0.016855594,0.9575752,0.95732766,29.32492544502074,28.021458,30.755669,12.387816666666671
15,209,80%)-4C,26.0,0.016800188,0.95805669,0.95786411,30.156732100304023,28.147465,33.882641,12.279045000000043
15,209,80%)-4C,27.0,0.016892571,0.95628661,0.95617831,29.940750080291956,28.641617,31.302193,12.31469166666672
15,209,80%)-4C,28.0,0.016887359,0.95619208,0.95598924,29.51867037119673,28.165857,30.773926,12.321621666666518
15,209,80%)-4C,29.0,0.01674813,0.95452297,0.95433563,29.622615152317888,27.890221,31.733992,12.297884999999951
15,209,80%)-4C,30.0,0.016629953,0.95562029,0.9554469,30.15904697110416,27.941111,32.116684,12.372239999999874
15,209,80%)-4C,31.0,0.016920364,0.95466834,0.95446581,29.794017146391717,28.963064,30.675011,12.329188333333393
15,209,80%)-4C,32.0,0.017009087,0.95431542,0.95407158,29.385056180180214,28.386448,30.12775,12.43448833333338
15,209,80%)-4C,33.0,0.016908534,0.95274454,0.95255977,29.504096472901225,28.004669,33.148853,12.418018333333505
15,209,80%)-4C,34.0,0.016921818,0.95325059,0.95310837,29.98625785626283,29.090403,31.493586,12.413293333333423
15,209,80%)-4C,35.0,0.017044304,0.95268238,0.95249701,29.580767576324124,28.532341,30.904179,12.366638333333443
15,209,80%)-4C,36.0,0.017061207,0.9518007,0.95163614,29.342770602345396,28.060743,30.526144,12.461634999999903
15,209,80%)-4C,37.0,0.016943023,0.95178854,0.95160639,29.71618726590197,27.927818,31.20546,12.365815000000051
15,209,80%)-4C,38.0,0.017025528,0.95144099,0.95125639,29.981464730612274,28.745884,31.275518,12.377155000000009
15,209,80%)-4C,39.0,0.017025601,0.95079672,0.95059818,29.376309467005054,28.014141,30.5861,12.388420000000043
15,209,80%)-4C,40.0,0.01692668,0.95006913,0.94989985,29.11818408133468,27.986853,31.126175,12.362940000000041
15,209,80%)-4C,41.0,0.016871447,0.9499225,0.94981217,30.088795507869975,28.515907,31.327234,12.432728333333216
15,209,80%)-4C,42.0,0.017023051,0.9494499,0.94933498,30.173135572905867,29.289473,31.418453,12.388798333333154
15,209,80%)-4C,43.0,0.017044755,0.94920552,0.94909602,29.92423868627442,28.393879,31.348923,12.489861666666547
15,209,80%)-4C,44.0,0.016861672,0.94854194,0.94843256,29.595654490445796,27.737038,31.338608,12.466575000000011
15,209,80%)-4C,45.0,0.016427577,0.94834042,0.94870466,30.192164321649575,27.7959,36.214054,12.356033333333228
15,209,80%)-4C,46.0,0.017075442,0.94839519,0.94828206,30.117293571138138,29.068249,31.325617,12.410286666666797
15,209,80%)-4C,47.0,0.017058574,0.94739389,0.94736844,29.740010265770497,28.279222,31.615063,12.42574333333323
15,209,80%)-4C,48.0,0.017017094,0.94690973,0.9467966,29.692670155118925,27.671051,31.721724,12.428003333333375
15,209,80%)-4C,49.0,0.016580842,0.94646549,0.9462952,30.26151576560791,27.798845,33.219872,12.353566666666786
15,209,80%)-4C,50.0,0.017008459,0.9459179,0.94575393,29.786974274736792,29.058596,30.353762,12.419443333333765
15,209,80%)-4C,51.0,0.017092459,0.945512,0.94535315,29.5294399219563,28.667227,30.346762,12.514913333333
15,209,80%)-4C,52.0,0.017108902,0.94542319,0.94536448,29.74431424563204,28.006657,34.741879,12.51377333333318
15,209,80%)-4C,53.0,0.016989959,0.94499886,0.94490409,30.560407984076456,28.295155,32.967033,12.44957333333344
15,209,80%)-4C,54.0,0.016971873,0.94444019,0.94428182,29.710998892259358,28.825781,30.95109,12.43922833333345
15,209,80%)-4C,55.0,0.017059308,0.94352359,0.94339788,29.51559149739859,28.620872,30.238869,12.450266666666721
15,209,80%)-4C,56.0,0.017028334,0.94304746,0.94290632,29.463031512378834,28.039507,31.624201,12.44368000000007
15,209,80%)-4C,57.0,0.016834883,0.94304729,0.94292444,29.9861961607515,28.894476,31.763569,12.415583333333295
15,209,80%)-4C,58.0,0.017153315,0.94263709,0.9425711,29.41680409677422,28.857815,30.317961,12.47910166666649
15,209,80%)-4C,59.0,0.017186362,0.94200611,0.9418416,29.408614149946054,28.701321,30.420158,12.569078333332921
15,209,80%)-4C,60.0,0.017175896,0.94241315,0.94228762,29.864589781059127,28.402224,32.036156,12.49415666666658
15,209,80%)-4C,61.0,0.016920861,0.94165933,0.9415108,30.147273668789808,29.202337,31.157822,12.442951666666582
15,209,80%)-4C,62.0,0.017175242,0.94139481,0.94126886,29.679311737773205,28.855413,30.970844,12.499963333333532
15,209,80%)-4C,63.0,0.017165987,0.94113493,0.94093335,29.664848408141967,28.612507,30.913986,12.5042233333336
15,209,80%)-4C,64.0,0.017188469,0.94048458,0.94027495,29.788421225806434,27.974854,31.500042,12.529688333333374
15,209,80%)-4C,65.0,0.017047696,0.94008517,0.93994486,29.903034101822062,29.187445,30.562246,12.487569999999929
15,209,80%)-4C,66.0,0.01722784,0.93955833,0.93945307,29.4394790478171,28.335516,30.80784,12.615265000000363
15,209,80%)-4C,67.0,0.017210554,0.93877733,0.93868631,29.423671072175672,27.674387,31.258741,12.626864999999816
15,209,80%)-4C,68.0,0.017278215,0.93870354,0.93854308,29.769273909967783,26.931637,31.830194,12.580468333333556
15,209,80%)-4C,69.0,0.016995631,0.93830585,0.93813175,29.47583690332642,28.281439,30.843214,12.589793333333606
15,209,80%)-4C,70.0,0.017139588,0.93759942,0.93747771,29.1826497601245,27.660652,30.956066,12.597661666666681
15,209,80%)-4C,71.0,0.017198391,0.93739015,0.93734217,29.410733218295185,27.601936,31.758406,12.51500333333291
15,209,80%)-4C,72.0,0.017440315,0.93798661,0.9378193,30.26027645920501,27.547781,35.537971,12.574149999999888
15,209,80%)-4C,73.0,0.017020298,0.93695027,0.93686432,29.663670995789474,28.279856,31.311327,12.539576666666836
15,209,80%)-4C,74.0,0.01704544,0.93597829,0.9358409,29.483662466310204,28.032717,30.825722,12.540191666666942
15,209,80%)-4C,75.0,0.016914405,0.93611157,0.93596196,29.50023474973379,27.476347,31.761452,12.609918333332947
15,209,80%)-4C,76.0,0.016890477,0.93549526,0.93539262,29.985557595837935,27.405556,32.60178,12.613744999999957
15,209,80%)-4C,77.0,0.017003085,0.93508166,0.93497533,29.78013929637523,28.649178,31.114971,12.62464666666686
15,209,80%)-4C,78.0,0.017050168,0.93441522,0.93425345,29.62998450495049,28.512016,30.795624,12.629905000000145
