cell,cycle_life,charge_policy,cycle,IR,QC,QD,Tavg,Tmin,Tmax,chargetime
44,457,6C(40%)-4C,1.0,0.017798344,1.0665169,1.0664769,32.712380751188505,30.311069,36.920933,10.097316666666787
44,457,6C(40%)-4C,2.0,0.01761589,1.0707432,1.070887,32.99774231818179,30.514833,37.1884,10.097070000000047
44,457,6C(40%)-4C,3.0,0.017666645,1.0721395,1.072312,33.02888010569721,30.315416,37.290798,10.18100666666675
44,457,6C(40%)-4C,4.0,0.017592194,1.0729042,1.0729803,32.91607592485123,30.522224,37.382828,10.180036666666517
44,457,6C(40%)-4C,5.0,0.017448261,1.0737777,1.0738072,33.14337189605474,30.694784,37.23978,10.09680500000007
44,457,6C(40%)-4C,6.0,0.017582869,1.0737965,1.0738027,32.911177103180734,30.218218,37.098282,10.179608333333453
44,457,6C(40%)-4C,7.0,0.017588064,1.0739499,1.074018,32.825648603849196,30.189486,37.233414,10.097033333333336
44,457,6C(40%)-4C,8.0,0.017514549,1.0742693,1.0743123,32.880209654088,30.167311,37.064476,10.097356666666746
44,457,6C(40%)-4C,9.0,0.017609458,1.0743674,1.0744216,32.74196053734925,29.963259,37.060154,10.180194999999852
44,457,6C(40%)-4C,10.0,0.017557561,1.0744487,1.0745265,32.76696073934039,30.173044,37.196815,10.180699999999828
44,457,6C(40%)-4C,11.0,0.017584989,1.0747336,1.0748211,32.79286255072465,29.967163,36.931259,10.180394999999892
44,457,6C(40%)-4C,12.0,0.017639613,1.0748533,1.0749875,32.64401264596279,29.683577,36.840721,10.180018333333283
44,457,6C(40%)-4C,13.0,0.0176023,1.0751621,1.0753322,32.968435798018206,30.181856,37.586754,10.096466666666675
44,457,6C(40%)-4C,14.0,0.01750762,1.0754163,1.0755334,33.08989165998516,30.304554,37.351059,10.097300000000056
44,457,6C(40%)-4C,15.0,0.01755213,1.0755489,1.0756245,33.00221721665381,30.185497,37.326931,10.179821666666733
44,457,6C(40%)-4C,16.0,0.017539265,1.0758785,1.0759887,33.14637532823258,30.449095,37.599541,10.097075000000283
44,457,6C(40%)-4C,17.0,0.017522279,1.0758722,1.0759934,33.12508453268944,30.373392,37.423088,10.096606666666533
44,457,6C(40%)-4C,18.0,0.017538112,1.0759937,1.0760504,33.109547808898576,30.390743,37.704094,10.096611666666771
44,457,6C(40%)-4C,19.0,0.017408777,1.0761244,1.0761997,33.187480087363475,30.766277,37.555618,10.180649999999636
44,457,6C(40%)-4C,20.0,0.017518651,1.0760624,1.076166,33.115511344036605,30.336594,37.535076,10.180563333333703
44,457,6C(40%)-4C,21.0,0.017506437,1.0760295,1.0761435,32.97467634480184,30.533995,37.317406,10.180320000000453
44,457,6C(40%)-4C,22.0,0.017411783,1.0763705,1.0764819,33.228059123991315,30.943897,37.562542,10.18022000000007
44,457,6C(40%)-4C,23.0,0.017515615,1.0762269,1.0762728,32.94900194973746,30.355677,37.286568,10.180131666666421
44,457,6C(40%)-4C,24.0,0.017590255,1.0760902,1.0761393,32.7083633597464,30.083687,36.880795,10.180169999999634
44,457,6C(40%)-4C,25.0,0.017569184,1.0763005,1.0764297,32.8674124552652,30.193153,37.227905,10.096473333333172
44,457,6C(40%)-4C,26.0,0.017569914,1.0762477,1.0763541,32.84229353664309,30.145485,37.167408,10.096886666666736
44,457,6C(40%)-4C,27.0,0.017618991,1.0763592,1.0764827,32.9770894438739,30.165997,37.301292,10.180188333333353
44,457,6C(40%)-4C,28.0,0.017466608,1.0766169,1.0767171,33.16935508462103,30.513407,37.518074,10.097515000000325
44,457,6C(40%)-4C,29.0,0.017534193,1.0763952,1.0765363,32.98290289932887,30.471689,37.477425,10.097436666666665
44,457,6C(40%)-4C,30.0,0.017598782,1.0762957,1.0763779,32.88308345576214,30.220245,37.300846,10.097410000000188
44,457,6C(40%)-4C,31.0,0.017557681,1.0763869,1.0765607,32.92872570131889,30.220478,37.334785,10.096875
44,457,6C(40%)-4C,32.0,0.017644487,1.0763572,1.076491,32.81816215515906,30.051384,37.543728,10.097253333333356
44,457,6C(40%)-4C,33.0,0.01757624,1.0763307,1.0764813,32.84808605315619,30.369236,37.635036,10.09653999999961
44,457,6C(40%)-4C,34.0,0.017611954,1.0765303,1.0766288,32.825878034055734,30.041676,37.618584,10.179943333333359
44,457,6C(40%)-4C,35.0,0.017600222,1.0764202,1.0766017,32.757286992050794,30.348049,37.613605,10.097065000000294
44,457,6C(40%)-4C,36.0,0.017552705,1.076463,1.0766056,32.846106830455284,30.116781,37.698902,10.096964999999908
44,457,6C(40%)-4C,37.0,0.017562352,1.0767084,1.0768498,32.9938230619675,30.381756,37.686874,10.096846666666776
44,457,6C(40%)-4C,38.0,0.017555563,1.07673,1.0768529,33.01695423751887,30.524952,37.443684,10.0969683333334
